,country_a,country_b,similarity
74,dk,my,0.2338362068965517
75,dk,pl,0.2037754114230397
76,dk,th,0.1569377990430622
77,dk,at,0.22300884955752212
78,dk,cl,0.05134596211365902
79,dk,ec,0.06475195822454308
80,dk,hk,0.25437636761487964
81,dk,jp,0.13926596279537456
82,dk,ni,0.07681498829039812
83,dk,pt,0.2980281690140845
84,dk,tr,0.08992248062015504
85,dk,au,0.3342760180995475
86,dk,co,0.0741687979539642
87,dk,ee,0.3237851662404092
88,dk,hn,0.1148068669527897
89,dk,lt,0.3135297054418372
90,dk,nl,0.21792083514571553
91,dk,py,0.05900461775269369
92,dk,tw,0.1910770617395223
93,dk,be,0.27566265060240963
94,dk,cr,0.1292372881355932
95,dk,es,0.1188212927756654
96,dk,hu,0.3292225201072386
97,dk,lu,0.2773071778867588
98,dk,no,0.31977911646586343
99,dk,ro,0.30877742946708464
100,dk,us,0.2444345503116652
101,dk,bg,0.27893462469733654
102,dk,cy,0.3362880886426593
103,dk,fi,0.23030563925957814
104,dk,id,0.15345413363533408
105,dk,lv,0.3294675803900896
106,dk,nz,0.3266590389016018
107,dk,se,0.250334672021419
108,dk,uy,0.06708494208494209
109,dk,bo,0.07807652533609101
110,dk,cz,0.2774655084312724
111,dk,fr,0.10811865729898516
112,dk,ie,0.3257775434897206
113,dk,pa,0.12263668880940215
114,dk,sg,0.2585227272727273
115,dk,vn,0.18177000529941706
116,dk,br,0.09496919917864477
117,dk,de,0.19352193521935218
118,dk,gb,0.29385530227948464
119,dk,il,0.24814603536794066
120,dk,mt,0.3200836820083682
121,dk,pe,0.047839506172839504
122,dk,sk,0.29275505174963035
123,dk,global,0.3126588713777326
124,gr,ca,0.4898074745186863
125,gr,dk,0.2903711133400201
126,gr,gr,1.0
127,gr,is,0.2978402812656956
128,gr,mx,0.11098591549295775
129,gr,ph,0.2346813725490196
130,gr,sv,0.14132278123233466
131,gr,ar,0.0916754478398314
132,gr,ch,0.27676240208877284
133,gr,do,0.12037519541427827
134,gr,gt,0.12180532898314302
135,gr,it,0.1369674759505268
136,gr,my,0.28212450028555114
137,gr,pl,0.25617283950617287
138,gr,th,0.1936619718309859
139,gr,at,0.2582137899120777
140,gr,cl,0.07053941908713693
141,gr,ec,0.08724100327153762
142,gr,hk,0.3169302870533099
143,gr,jp,0.15737363210005212
144,gr,ni,0.10544384502206965
145,gr,pt,0.4048507462686567
146,gr,tr,0.10492505353319058
147,gr,au,0.4196319018404908
148,gr,co,0.09775641025641026
149,gr,ee,0.45647193585337914
150,gr,hn,0.1427768409218662
151,gr,lt,0.4845005740528129
152,gr,nl,0.23598026020637056
153,gr,py,0.08025682182985554
154,gr,tw,0.2306963524396021
155,gr,be,0.3440082644628099
156,gr,cr,0.1685330347144457
157,gr,es,0.1425037110341415
158,gr,hu,0.460984393757503
159,gr,lu,0.3864306784660767
160,gr,no,0.35714285714285715
161,gr,ro,0.5658816040738384
162,gr,us,0.421923474663909
163,gr,bg,0.5324675324675324
164,gr,cy,0.6692524682651622
165,gr,fi,0.24966681474900043
166,gr,id,0.18219584569732938
167,gr,lv,0.47265160523186683
168,gr,nz,0.40717821782178215
169,gr,se,0.2583295298950251
170,gr,uy,0.08462694041061593
171,gr,bo,0.1038961038961039
172,gr,cz,0.3722750139742873
173,gr,fr,0.11670663469224621
174,gr,ie,0.4018161180476731
175,gr,pa,0.14773333333333333
176,gr,sg,0.3072289156626506
177,gr,vn,0.23796033994334279
178,gr,br,0.11478910838227442
179,gr,de,0.21235194585448391
180,gr,gb,0.36999466097170314
181,gr,il,0.3294044665012407
182,gr,mt,0.46167452830188677
183,gr,pe,0.06809651474530831
184,gr,sk,0.43222222222222223
185,gr,global,0.48884976525821594
186,is,ca,0.32104228121927236
187,is,dk,0.2519047619047619
188,is,gr,0.2978402812656956
189,is,is,1.0
190,is,mx,0.08915145005370569
191,is,ph,0.16873589164785552
192,is,sv,0.10784837159636947
193,is,ar,0.07042253521126761
194,is,ch,0.21495327102803738
195,is,do,0.09805873568939771
196,is,gt,0.09452479338842976
197,is,it,0.11364633611232997
198,is,my,0.20093945720250522
199,is,pl,0.19122556032427276
200,is,th,0.13398692810457516
201,is,at,0.19663648124191463
202,is,cl,0.053154495777446596
203,is,ec,0.06548856548856549
204,is,hk,0.2274906766116143
205,is,jp,0.123334977799704
206,is,ni,0.07792813812412505
207,is,pt,0.2853970016657413
208,is,tr,0.08829568788501027
209,is,au,0.32254464285714285
210,is,co,0.0764915859255482
211,is,ee,0.31995937023869986
212,is,hn,0.11711229946524064
213,is,lt,0.32298447671507263
214,is,nl,0.20025619128949615
215,is,py,0.056517311608961306
216,is,tw,0.1686481726111845
217,is,be,0.2514124293785311
218,is,cr,0.13326282390269698
219,is,es,0.11926171320397538
220,is,hu,0.2935064935064935
221,is,lu,0.2591943957968476
222,is,no,0.2922173274596182
223,is,ro,0.3172774869109948
224,is,us,0.28656579550664835
225,is,bg,0.29682151589242056
226,is,cy,0.31756389342033714
227,is,fi,0.21208280523869877
228,is,id,0.13967723984418476
229,is,lv,0.32687270822420117
230,is,nz,0.3344788087056128
231,is,se,0.22570806100217866
232,is,uy,0.06929740134744947
233,is,bo,0.07985574446161772
234,is,cz,0.2605421686746988
235,is,fr,0.10208816705336426
236,is,ie,0.310845874416191
237,is,pa,0.12138141188420518
238,is,sg,0.21572910977607865
239,is,vn,0.161139896373057
240,is,br,0.09499489274770173
241,is,de,0.17114228456913827
242,is,gb,0.2852941176470588
243,is,il,0.24448217317487267
244,is,mt,0.30670103092783507
245,is,pe,0.04757033248081841
246,is,sk,0.2767813863305865
247,is,global,0.3277009728622632
248,mx,ca,0.0984647961884595
249,mx,dk,0.08616047388260635
250,mx,gr,0.11098591549295775
251,mx,is,0.08915145005370569
252,mx,mx,1.0
253,mx,ph,0.11800766283524904
254,mx,sv,0.5714285714285714
255,mx,ar,0.3908256880733945
256,mx,ch,0.10965935604293048
257,mx,do,0.34970364098221846
258,mx,gt,0.5584281282316442
259,mx,it,0.11846689895470383
260,mx,my,0.1133816743572841
261,mx,pl,0.10227936879018118
262,mx,th,0.09194711538461539
263,mx,at,0.08748114630467571
264,mx,cl,0.38221814848762603
265,mx,ec,0.5057591623036649
266,mx,hk,0.11242603550295859
267,mx,jp,0.10191925876902713
268,mx,ni,0.400990099009901
269,mx,pt,0.16325136612021857
270,mx,tr,0.09672727272727273
271,mx,au,0.11054958938723942
272,mx,co,0.4768472906403941
273,mx,ee,0.10696378830083565
274,mx,hn,0.5353430353430353
275,mx,lt,0.11477210323997804
276,mx,nl,0.08861386138613861
277,mx,py,0.3906844106463878
278,mx,tw,0.08790623335109217
279,mx,be,0.10415542363734484
280,mx,cr,0.49365853658536585
281,mx,es,0.3180451127819549
282,mx,hu,0.12320574162679426
283,mx,lu,0.10331384015594541
284,mx,no,0.09208400646203554
285,mx,ro,0.12
286,mx,us,0.10195881466599699
287,mx,bg,0.11414527580557073
288,mx,cy,0.13046192259675407
289,mx,fi,0.08197507190795782
290,mx,id,0.12275215011727912
291,mx,lv,0.10656682027649769
292,mx,nz,0.11197411003236246
293,mx,se,0.08423645320197044
294,mx,uy,0.3552188552188552
295,mx,bo,0.5173824130879345
296,mx,cz,0.11247803163444639
297,mx,fr,0.0728667305848514
298,mx,ie,0.0993681792073521
299,mx,pa,0.4136403897254207
300,mx,sg,0.12005551700208189
301,mx,vn,0.1029113067027759
302,mx,br,0.11337209302325581
303,mx,de,0.08044901777362021
304,mx,gb,0.09656301145662848
305,mx,il,0.1279317697228145
306,mx,mt,0.2026266416510319
307,mx,pe,0.44466800804828976
308,mx,sk,0.11343612334801761
309,mx,global,0.2020631067961165
310,ph,ca,0.2335468841001747
311,ph,dk,0.19489559164733178
312,ph,gr,0.2346813725490196
313,ph,is,0.16873589164785552
314,ph,mx,0.11800766283524904
315,ph,ph,1.0
316,ph,sv,0.1452471482889734
317,ph,ar,0.09326788218793829
318,ph,ch,0.15285714285714286
319,ph,do,0.11284840244731476
320,ph,gt,0.13056163384390956
321,ph,it,0.11180124223602485
322,ph,my,0.40242914979757083
323,ph,pl,0.18780788177339902
324,ph,th,0.2925642807505212
325,ph,at,0.17278043593833067
326,ph,cl,0.0696551724137931
327,ph,ec,0.09137803979366249
328,ph,hk,0.34914463452566097
329,ph,jp,0.2332129963898917
330,ph,ni,0.10539682539682539
331,ph,pt,0.26247288503253796
332,ph,tr,0.10548823948681398
333,ph,au,0.2845934379457917
334,ph,co,0.1053763440860215
335,ph,ee,0.24311083894672383
336,ph,hn,0.14977307110438728
337,ph,lt,0.23687350835322196
338,ph,nl,0.16226023846552617
339,ph,py,0.08034433285509325
340,ph,tw,0.2575392038600724
341,ph,be,0.2026482440990213
342,ph,cr,0.1565025716385011
343,ph,es,0.13670886075949368
344,ph,hu,0.2506510416666667
345,ph,lu,0.18856259659969088
346,ph,no,0.20828471411901983
347,ph,ro,0.24807692307692308
348,ph,us,0.1975374732334047
349,ph,bg,0.22818396226415094
350,ph,cy,0.2733516483516483
351,ph,fi,0.1581067472306143
352,ph,id,0.3228980322003578
353,ph,lv,0.2422517394054396
354,ph,nz,0.2788671023965142
355,ph,se,0.16875
356,ph,uy,0.09036939313984169
357,ph,bo,0.10893246187363835
358,ph,cz,0.2385204081632653
359,ph,fr,0.09558117195004803
360,ph,ie,0.2504792332268371
361,ph,pa,0.14856341976173792
362,ph,sg,0.4150298889837746
363,ph,vn,0.3365307753796962
364,ph,br,0.12903225806451613
365,ph,de,0.14501216545012166
366,ph,gb,0.22420989862850327
367,ph,il,0.23018867924528302
368,ph,mt,0.2602564102564103
369,ph,pe,0.07641921397379912
370,ph,sk,0.22479240806642942
371,ph,global,0.2532507739938081
372,sv,ca,0.12872340425531914
373,sv,dk,0.1067024128686327
374,sv,gr,0.14132278123233466
375,sv,is,0.10784837159636947
376,sv,mx,0.5714285714285714
377,sv,ph,0.1452471482889734
378,sv,sv,1.0
379,sv,ar,0.45666356011183595
380,sv,ch,0.12895716945996274
381,sv,do,0.46126447016918964
382,sv,gt,0.7402015677491601
383,sv,it,0.1339080459770115
384,sv,my,0.14587458745874587
385,sv,pl,0.1258008153756552
386,sv,th,0.11683642899940083
387,sv,at,0.10943775100401607
388,sv,cl,0.48236415633937085
389,sv,ec,0.62117903930131
390,sv,hk,0.14407894736842106
391,sv,jp,0.12115258677144729
392,sv,ni,0.5187119234116623
393,sv,pt,0.19780971937029432
394,sv,tr,0.1083392729864576
395,sv,au,0.1453045685279188
396,sv,co,0.5823950870010235
397,sv,ee,0.13504464285714285
398,sv,hn,0.7162162162162162
399,sv,lt,0.13808219178082193
400,sv,nl,0.10640394088669951
401,sv,py,0.5009940357852882
402,sv,tw,0.11591880341880342
403,sv,be,0.13380281690140844
404,sv,cr,0.6663146779303062
405,sv,es,0.3953488372093023
406,sv,hu,0.15685096153846154
407,sv,lu,0.13007334963325184
408,sv,no,0.11739364566505116
409,sv,ro,0.15239220318960425
410,sv,us,0.1272635814889336
411,sv,bg,0.14043715846994537
412,sv,cy,0.16489028213166143
413,sv,fi,0.10450623202301054
414,sv,id,0.14694508894044858
415,sv,lv,0.13494809688581316
416,sv,nz,0.1461038961038961
417,sv,se,0.10957551826258638
418,sv,uy,0.44337979094076657
419,sv,bo,0.6623235613463626
420,sv,cz,0.14336075205640422
421,sv,fr,0.08448030374940674
422,sv,ie,0.12701149425287356
423,sv,pa,0.5843780135004821
424,sv,sg,0.15749128919860628
425,sv,vn,0.13319810682893848
426,sv,br,0.12866333095067906
427,sv,de,0.0972998137802607
428,sv,gb,0.12404371584699453
429,sv,il,0.16216216216216217
430,sv,mt,0.24133585381222433
431,sv,pe,0.5659978880675819
432,sv,sk,0.14120242691671264
433,sv,global,0.2388515577275504
434,ar,ca,0.08155146693187469
435,ar,dk,0.06865219586067643
436,ar,gr,0.0916754478398314
437,ar,is,0.07042253521126761
438,ar,mx,0.3908256880733945
439,ar,ph,0.09326788218793829
440,ar,sv,0.45666356011183595
441,ar,ar,1.0
442,ar,ch,0.09066901408450705
443,ar,do,0.33176100628930816
444,ar,gt,0.44254937163375224
445,ar,it,0.09454349000540249
446,ar,my,0.09018890920170627
447,ar,pl,0.08228882833787465
448,ar,th,0.07214765100671142
449,ar,at,0.07149621212121213
450,ar,cl,0.4395702775290958
451,ar,ec,0.4717703349282297
452,ar,hk,0.08936170212765958
453,ar,jp,0.07687614399023796
454,ar,ni,0.3348181143281366
455,ar,pt,0.13753943217665615
456,ar,tr,0.08137188971082716
457,ar,au,0.08845928529584066
458,ar,co,0.4200710479573712
459,ar,ee,0.08754559666492966
460,ar,hn,0.41434977578475335
461,ar,lt,0.09062980030721966
462,ar,nl,0.07129543336439888
463,ar,py,0.4553072625698324
464,ar,tw,0.07260891337005508
465,ar,be,0.08274470232088799
466,ar,cr,0.4244541484716157
467,ar,es,0.32831541218637994
468,ar,hu,0.10011123470522804
469,ar,lu,0.08440366972477065
470,ar,no,0.07204030226700252
471,ar,ro,0.09808219178082192
472,ar,us,0.08463356973995272
473,ar,bg,0.09239407861153649
474,ar,cy,0.10654313839027214
475,ar,fi,0.06844968268359021
476,ar,id,0.09246088193456614
477,ar,lv,0.08655913978494624
478,ar,nz,0.08862275449101796
479,ar,se,0.06725417439703155
480,ar,uy,0.6618075801749271
481,ar,bo,0.497164461247637
482,ar,cz,0.08996728462377317
483,ar,fr,0.055054151624548735
484,ar,ie,0.07931404072883172
485,ar,pa,0.4074688796680498
486,ar,sg,0.0959079283887468
487,ar,vn,0.08333333333333333
488,ar,br,0.0938337801608579
489,ar,de,0.06261022927689594
490,ar,gb,0.0792838874680307
491,ar,il,0.10405759162303665
492,ar,mt,0.17684700407213497
493,ar,pe,0.45454545454545453
494,ar,sk,0.092125579001544
495,ar,global,0.17371686407219403
496,ch,ca,0.26331114808652245
497,ch,dk,0.22896039603960397
498,ch,gr,0.27676240208877284
499,ch,is,0.21495327102803738
500,ch,mx,0.10965935604293048
501,ch,ph,0.15285714285714286
502,ch,sv,0.12895716945996274
503,ch,ar,0.09066901408450705
504,ch,ch,1.0
505,ch,do,0.11859956236323851
506,ch,gt,0.11668928086838534
507,ch,it,0.1410509679968392
508,ch,my,0.18878923766816144
509,ch,pl,0.19865319865319866
510,ch,th,0.13243683781581092
511,ch,at,0.5656312625250501
512,ch,cl,0.07625272331154684
513,ch,ec,0.08942351339083068
514,ch,hk,0.21076642335766424
515,ch,jp,0.11977834612105712
516,ch,ni,0.09917355371900827
517,ch,pt,0.2924345295829292
518,ch,tr,0.08238387379491674
519,ch,au,0.26688402421984164
520,ch,co,0.09768064228367529
521,ch,ee,0.2928540113985094
522,ch,hn,0.13283790060380865
523,ch,lt,0.2896551724137931
524,ch,nl,0.21764252696456085
525,ch,py,0.08258928571428571
526,ch,tw,0.1620889748549323
527,ch,be,0.4195375176970269
528,ch,cr,0.14726184997699032
529,ch,es,0.14027719445611087
530,ch,hu,0.31542380731820285
531,ch,lu,0.6001984126984127
532,ch,no,0.26373626373626374
533,ch,ro,0.3003629764065336
534,ch,us,0.2261072261072261
535,ch,bg,0.2688081149619611
536,ch,cy,0.3185924869234427
537,ch,fi,0.20246544639521852
538,ch,id,0.12847058823529411
539,ch,lv,0.29514824797843664
540,ch,nz,0.26474752241623406
541,ch,se,0.21794378128609934
542,ch,uy,0.08569016462642465
543,ch,bo,0.1018018018018018
544,ch,cz,0.2620202911336568
545,ch,fr,0.21488230827638571
546,ch,ie,0.2641758241758242
547,ch,pa,0.1368888888888889
548,ch,sg,0.2116650987770461
549,ch,vn,0.15360641139804096
550,ch,br,0.08718395815170009
551,ch,de,0.5106186518928901
552,ch,gb,0.24299456294437474
553,ch,il,0.22902603664416588
554,ch,mt,0.30898366606170596
555,ch,pe,0.07293064876957495
556,ch,sk,0.2828890799656062
557,ch,global,0.3587257617728532
558,do,ca,0.11204343534057255
559,do,dk,0.10135474159558455
560,do,gr,0.12037519541427827
561,do,is,0.09805873568939771
562,do,mx,0.34970364098221846
563,do,ph,0.11284840244731476
564,do,sv,0.46126447016918964
565,do,ar,0.33176100628930816
566,do,ch,0.11859956236323851
567,do,do,1.0
568,do,gt,0.45133505598621876
569,do,it,0.12093766648907832
570,do,my,0.11863391252246855
571,do,pl,0.1072961373390558
572,do,th,0.09615384615384616
573,do,at,0.09803001876172608
574,do,cl,0.4239864864864865
575,do,ec,0.40399652476107734
576,do,hk,0.12244897959183673
577,do,jp,0.09053254437869822
578,do,ni,0.33808844507845937
579,do,pt,0.1661500309981401
580,do,tr,0.09409474367293964
581,do,au,0.12231884057971014
582,do,co,0.4151898734177215
583,do,ee,0.11253854059609456
584,do,hn,0.5086599817684594
585,do,lt,0.11571500757958565
586,do,nl,0.0999537251272559
587,do,py,0.42324371205550737
588,do,tw,0.0962962962962963
589,do,be,0.11422845691382766
590,do,cr,0.46569468267581476
591,do,es,0.32897453544390914
592,do,hu,0.12595837897042717
593,do,lu,0.11405109489051095
594,do,no,0.1041041041041041
595,do,ro,0.12845528455284552
596,do,us,0.11413809300140912
597,do,bg,0.11681772406847936
598,do,cy,0.13527397260273974
599,do,fi,0.0933991917377638
600,do,id,0.10927835051546392
601,do,lv,0.11411889596602973
602,do,nz,0.12123004139562389
603,do,se,0.09631336405529954
604,do,uy,0.3205317577548006
605,do,bo,0.39781328847771236
606,do,cz,0.11486849168008588
607,do,fr,0.08050089445438283
608,do,ie,0.10922587486744433
609,do,pa,0.542608695652174
610,do,sg,0.12633563796354494
611,do,vn,0.10519877675840979
612,do,br,0.09967845659163987
613,do,de,0.09074967119684349
614,do,gb,0.10616784630940344
615,do,il,0.13431876606683804
616,do,mt,0.21374927787406123
617,do,pe,0.3701188455008489
618,do,sk,0.11731843575418995
619,do,global,0.2001111728738188
620,gt,ca,0.11248073959938366
621,gt,dk,0.09449636552440291
622,gt,gr,0.12180532898314302
623,gt,is,0.09452479338842976
624,gt,mx,0.5584281282316442
625,gt,ph,0.13056163384390956
626,gt,sv,0.7402015677491601
627,gt,ar,0.44254937163375224
628,gt,ch,0.11668928086838534
629,gt,do,0.45133505598621876
630,gt,gt,1.0
631,gt,it,0.12555803571428573
632,gt,my,0.12658227848101267
633,gt,pl,0.11067415730337078
634,gt,th,0.10289017341040463
635,gt,at,0.09683698296836983
636,gt,cl,0.49299719887955185
637,gt,ec,0.6405579399141631
638,gt,hk,0.12492113564668769
639,gt,jp,0.10998735777496839
640,gt,ni,0.47000821692686934
641,gt,pt,0.17485265225933203
642,gt,tr,0.09746053534660261
643,gt,au,0.12264723740133576
644,gt,co,0.5852442671984048
645,gt,ee,0.11660397635679742
646,gt,hn,0.6806002143622722
647,gt,lt,0.12044374009508717
648,gt,nl,0.09516977522716404
649,gt,py,0.5146198830409356
650,gt,tw,0.10061919504643962
651,gt,be,0.11476264997391758
652,gt,cr,0.591756624141315
653,gt,es,0.3854244928625094
654,gt,hu,0.13487031700288185
655,gt,lu,0.1140018921475875
656,gt,no,0.10249739854318418
657,gt,ro,0.1322360953461975
658,gt,us,0.1130053580126644
659,gt,bg,0.12157894736842105
660,gt,cy,0.14302884615384615
661,gt,fi,0.0931098696461825
662,gt,id,0.13447251114413075
663,gt,lv,0.11591791458679977
664,gt,nz,0.12430080795525171
665,gt,se,0.09455587392550144
666,gt,uy,0.44152542372881354
667,gt,bo,0.6702014846235419
668,gt,cz,0.12302483069977427
669,gt,fr,0.07774178621008793
670,gt,ie,0.10896017699115045
671,gt,pa,0.588512241054614
672,gt,sg,0.13742494996664442
673,gt,vn,0.11833550065019506
674,gt,br,0.11393273850377487
675,gt,de,0.08642533936651584
676,gt,gb,0.10637177461822012
677,gt,il,0.13685636856368563
678,gt,mt,0.21912832929782083
679,gt,pe,0.5758513931888545
680,gt,sk,0.12333864965443912
681,gt,global,0.21311475409836064
682,it,ca,0.12489120974760662
683,it,dk,0.12261217236783652
684,it,gr,0.1369674759505268
685,it,is,0.11364633611232997
686,it,mx,0.11846689895470383
687,it,ph,0.11180124223602485
688,it,sv,0.1339080459770115
689,it,ar,0.09454349000540249
690,it,ch,0.1410509679968392
691,it,do,0.12093766648907832
692,it,gt,0.12555803571428573
693,it,it,1.0
694,it,my,0.12365866121614716
695,it,pl,0.13018867924528302
696,it,th,0.08941947565543071
697,it,at,0.1212248322147651
698,it,cl,0.08436324556689952
699,it,ec,0.10056497175141244
700,it,hk,0.12865197334700154
701,it,jp,0.09296482412060302
702,it,ni,0.10014947683109118
703,it,pt,0.1721398305084746
704,it,tr,0.07856761090326028
705,it,au,0.13855421686746988
706,it,co,0.10384615384615385
707,it,ee,0.13551614370168258
708,it,hn,0.1393348623853211
709,it,lt,0.13646532438478748
710,it,nl,0.12173913043478261
711,it,py,0.09126106194690266
712,it,tw,0.10094909404659189
713,it,be,0.14107142857142857
714,it,cr,0.14149888143176734
715,it,es,0.13947633434038267
716,it,hu,0.14862914862914864
717,it,lu,0.13735137351373514
718,it,no,0.1295060080106809
719,it,ro,0.14516129032258066
720,it,us,0.1145919208573784
721,it,bg,0.13383726100489107
722,it,cy,0.15645241654210265
723,it,fi,0.10946271050521252
724,it,id,0.10005652911249294
725,it,lv,0.13651238896680692
726,it,nz,0.13673469387755102
727,it,se,0.11793814432989691
728,it,uy,0.09053497942386832
729,it,bo,0.11086350974930362
730,it,cz,0.13739376770538245
731,it,fr,0.09394904458598727
732,it,ie,0.13271028037383178
733,it,pa,0.14022739577693558
734,it,sg,0.13219616204690832
735,it,vn,0.10371517027863777
736,it,br,0.08099523557437797
737,it,de,0.11330438215554678
738,it,gb,0.125
739,it,il,0.13967391304347826
740,it,mt,0.15746907706945765
741,it,pe,0.07991120976692564
742,it,sk,0.13746630727762804
743,it,global,0.16401869158878504
744,my,ca,0.2816593886462882
745,my,dk,0.2338362068965517
746,my,gr,0.28212450028555114
747,my,is,0.20093945720250522
748,my,mx,0.1133816743572841
749,my,ph,0.40242914979757083
750,my,sv,0.14587458745874587
751,my,ar,0.09018890920170627
752,my,ch,0.18878923766816144
753,my,do,0.11863391252246855
754,my,gt,0.12658227848101267
755,my,it,0.12365866121614716
756,my,my,1.0
757,my,pl,0.2163380281690141
758,my,th,0.35626216742375083
759,my,at,0.2053438891637803
760,my,cl,0.0683863227354529
761,my,ec,0.08703939008894536
762,my,hk,0.4631422189128816
763,my,jp,0.22117202268431002
764,my,ni,0.10730337078651686
765,my,pt,0.30687830687830686
766,my,tr,0.11731493099121706
767,my,au,0.3335521996060407
768,my,co,0.09925558312655088
769,my,ee,0.30711393869288606
770,my,hn,0.15207373271889402
771,my,lt,0.2996613995485327
772,my,nl,0.1907514450867052
773,my,py,0.07893101305158484
774,my,tw,0.38291517323775387
775,my,be,0.24010695187165776
776,my,cr,0.16688227684346701
777,my,es,0.13820224719101123
778,my,hu,0.31398900427611487
779,my,lu,0.2321515298688684
780,my,no,0.27056874654886803
781,my,ro,0.30281268701376424
782,my,us,0.23411705852926462
783,my,bg,0.2771949199337383
784,my,cy,0.33589743589743587
785,my,fi,0.2053358742258218
786,my,id,0.37489943684633953
787,my,lv,0.2936320754716981
788,my,nz,0.3202917771883289
789,my,se,0.21632251720747295
790,my,uy,0.08592848904267589
791,my,bo,0.10712035286704474
792,my,cz,0.29594272076372313
793,my,fr,0.10470743510778707
794,my,ie,0.2986935866983373
795,my,pa,0.15157116451016636
796,my,sg,0.6480349344978166
797,my,vn,0.4496951219512195
798,my,br,0.128125
799,my,de,0.1703670140462166
800,my,gb,0.2592388306674021
801,my,il,0.26875852660300137
802,my,mt,0.3094812164579606
803,my,pe,0.068125
804,my,sk,0.2799776910206358
805,my,global,0.30213749277874064
806,pl,ca,0.22532498796340877
807,pl,dk,0.2037754114230397
808,pl,gr,0.25617283950617287
809,pl,is,0.19122556032427276
810,pl,mx,0.10227936879018118
811,pl,ph,0.18780788177339902
812,pl,sv,0.1258008153756552
813,pl,ar,0.08228882833787465
814,pl,ch,0.19865319865319866
815,pl,do,0.1072961373390558
816,pl,gt,0.11067415730337078
817,pl,it,0.13018867924528302
818,pl,my,0.2163380281690141
819,pl,pl,1.0
820,pl,th,0.15446744068652196
821,pl,at,0.2201112140871177
822,pl,cl,0.0611587982832618
823,pl,ec,0.07614213197969544
824,pl,hk,0.2305065452475811
825,pl,jp,0.14293361884368308
826,pl,ni,0.09164149043303121
827,pl,pt,0.2633720930232558
828,pl,tr,0.10688304420817012
829,pl,au,0.24538848518725545
830,pl,co,0.08784530386740332
831,pl,ee,0.2803543512245961
832,pl,hn,0.12804171494785632
833,pl,lt,0.27356087620988284
834,pl,nl,0.1893939393939394
835,pl,py,0.07210205213533001
836,pl,tw,0.1754796443612541
837,pl,be,0.23454367026496564
838,pl,cr,0.14604810996563575
839,pl,es,0.13476263399693722
840,pl,hu,0.3037201554691838
841,pl,lu,0.22108083966056274
842,pl,no,0.23602177140029687
843,pl,ro,0.2708779443254818
844,pl,us,0.1967654986522911
845,pl,bg,0.255
846,pl,cy,0.2757270693512304
847,pl,fi,0.20291133656815175
848,pl,id,0.16219512195121952
849,pl,lv,0.27792624265098875
850,pl,nz,0.24530449630051224
851,pl,se,0.20098920863309352
852,pl,uy,0.07549120992761117
853,pl,bo,0.09345271404588697
854,pl,cz,0.28470715835141
855,pl,fr,0.11486208316179498
856,pl,ie,0.2527588018917499
857,pl,pa,0.13516483516483516
